"LEGAL_NAME","ACCOUNT_TYPE_CODE","ACCOUNT_TYPE","PHYSICAL_ADDRESS_STATE","Physical_Address_ZIP_Code1"
"KEISHA ELLIS","1525","Retail Dealer","LA","70807"
"RED CONSULTING LLC","2710","Contractor","LA","70806"
"R GALLOWAY CONSTRUCTION LLC","2710","Contractor","LA","70816"
"SHERRY T JOHNSON","2020","Itinerant Vendor ( Agricultural & Seafood)","LA","70802"
"MJ FOOD MART LLC","1525","Retail Dealer","LA","70802"
"FITNESS INTERNATIONAL LLC","1520","Service/Rental/Etc","LA","70810"
"RODERICK DEWITT AGUILLARD IV","1520","Service/Rental/Etc","LA","70816"
"MY LITTLE ANGELS FOUNDATION","1520","Service/Rental/Etc","LA","70806"
"MCMK HOLDING LLC","1520","Service/Rental/Etc","LA","70808"
"SRG CAPITAL CITY HOLDINGS LLC","1525","Retail Dealer","LA","70810"
"GOLD PALACE LLC","1525","Retail Dealer","LA","70806"
"GUIDANCE LOUISIANA LLC","1525","Retail Dealer","LA","70807"
"LSB COSMETICS LLC","1525","Retail Dealer","LA","70808"
"KV WORKSPACE LLC","9999","No Occupational License","LA","70448"
"EMPLOYUS LLC","1520","Service/Rental/Etc","LA","70816"
"CHERYL A BOOKER","1520","Service/Rental/Etc","LA","70810"
"A & S ARTS LLC","2023","Rolling Vendor","LA","70836"
"ALLIANCE MEDICAL INC","9999","No Occupational License","LA","70053"
"PACE ANALYTICAL SERVICES INC","1520","Service/Rental/Etc","LA","70809"
"MINDY WILLIAMS BOWIE MD","2090","Professional","LA","70817"
"S & R GOLD LLC","1525","Retail Dealer","LA","70815"
"MONSTA BURGER LLC","1525","Retail Dealer","LA","70815"
"M & N LAWN SERVICE LLC","1520","Service/Rental/Etc","LA","70807"
"MONA RICO LLC","1525","Retail Dealer","LA","70815"
"CHELOS SUPERMARKET LLC","1525","Retail Dealer","LA","70815"
"ALMA QUICK STOP LLC","1525","Retail Dealer","LA","70820"
"MZ TRENDZ AND FASHION LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70815"
"ANGERLLINE  BRAXTON","1520","Service/Rental/Etc","LA","70814"
"PROCESS RELIABILITY SOLUTIONS LLC","1520","Service/Rental/Etc","LA","70817"
"FIDELIS EQUIPMENT SERVICES LLC","9999","No Occupational License","LA","70769"
"A LEGAL BOUTIQUE LLP","2090","Professional","LA","70809"
"CUPCAKE COUTURE LA LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70836"
"TABITHA BELL & RENATA WOMACK","1525","Retail Dealer","LA","70806"
"BLACKBIRD INTERIORS LLC","1520","Service/Rental/Etc","LA","70817"
"PRO PULL LLC","9999","No Occupational License","LA","70739"
"423 CREATIVE LLC","1520","Service/Rental/Etc","LA","70809"
"C SMITH & MARK SMITH","9999","No Occupational License","LA","70706"
"TRAINA ADVISORY SERVICES LLC","1520","Service/Rental/Etc","LA","70808"
"TONIEQUA YATES","1525","Retail Dealer","LA","70819"
"MZ TRENDZ AND FASHION LLC","1525","Retail Dealer","LA","70815"
"FAIRYTALE WISHES LLC","1525","Retail Dealer","LA","70811"
"WAITS CONSULTING GROUP LLC","2090","Professional","LA","70816"
"GLEAUX GREEN LLC","1525","Retail Dealer","LA","70820"
"C B DISTRIBUTORS OF LA LLC","1525","Retail Dealer","LA","70802"
"EVERY DAY ELEPHANTS LLC","9999","No Occupational License","LA","70563"
"K & C COOKIE ADVANTAGE","1525","Retail Dealer","LA","70810"
"SDI OF SOUTH CAMPUS LLC","1525","Retail Dealer","LA","70808"
"A DOG NAMED JOE STUDIO LLC","1520","Service/Rental/Etc","LA","70817"
"SDI OF CENTRAL CITY LLC","9999","No Occupational License","LA","70739"
"SLIM CUTZ LLC","1520","Service/Rental/Etc","LA","70806"
"MENKOI LLC","1520","Service/Rental/Etc","LA","70806"
"SNA LLC","1525","Retail Dealer","LA","70815"
"SERVICE GLASS & DOOR CO INC","9999","No Occupational License","LA","70601"
"CARISSA S PAYNE","1525","Retail Dealer","LA","70805"
"L2 ENTERTAINMENT LLC","1525","Retail Dealer","LA","70815"
"K M & J TRANSPORTS LLC","1520","Service/Rental/Etc","LA","70806"
"HOTELFURNISHINGS.COM LLC","9999","No Occupational License","LA","70734"
"LYNETTE ROBINSON","1520","Service/Rental/Etc","LA","70816"
"ANTIOCH COMMUNITY CHURCH OF BATON ROUGE","9999","No Occupational License","LA","70808"
"SQUEAKY CLEAN QUALITY SERVICES INC","1520","Service/Rental/Etc","LA","70802"
"CHAMPION MEDICAL LLC","1520","Service/Rental/Etc","LA","70810"
"COLORMASTER AUTOMOTIVE PAINT INC","9999","No Occupational License","LA","71106"
"D & J PRODUCTIONS LLC","1520","Service/Rental/Etc","LA","70817"
"RDET ENTERPRISES LLC","1520","Service/Rental/Etc","LA","70815"
"CANDY LADY LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"GEAUX JEAUX AUTO SALES LLC","2640","Retail Autos & Boats","LA","70815"
"JAGUAR BAIL BONDING LLC","1520","Service/Rental/Etc","LA","70806"
"MARCUS  DOUCET","1525","Retail Dealer","LA","70811"
"KIERRA PATRICE WALKER","1525","Retail Dealer","LA","70805"
"BULLOCK ENERGY","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70808"
"COUGAR OIL CORPORATION","9999","No Occupational License","LA","70508"
"GEAUX JEAUX AUTO SALES LLC","2640","Retail Autos & Boats","LA","70815"
"PRESTIGE PROPERTY SOLUTIONS LLC","1520","Service/Rental/Etc","LA","70805"
"NATIONAL VISION INC  #5321","1525","Retail Dealer","LA","70809"
"RACHEL EZZO","1520","Service/Rental/Etc","LA","70809"
"SODEXO OPERATIONS LLC","1525","Retail Dealer","LA","70809"
"YOLANDA CHAMPION BROWN","1520","Service/Rental/Etc","LA","70807"
"LINDA K  OCONNER","1525","Retail Dealer","LA","70805"
"ANTHONY T PRESTRIDGE","1520","Service/Rental/Etc","LA","70805"
"TIMOTHY M HANNAN JR","1520","Service/Rental/Etc","LA","70816"
"LA COMPUTECH LLC","9999","No Occupational License","LA","70737"
"CANDACE BYERS","1525","Retail Dealer","LA","70815"
"AKILI SUHUBA BARUTI","1520","Service/Rental/Etc","LA","70801"
"JENNIFER T FRICKE   LLC","1520","Service/Rental/Etc","LA","70818"
"R L SMITH CONSULTANT LLC","2090","Professional","LA","70806"
"ALRIC R SPURLOCK","1525","Retail Dealer","LA","70805"
"WTAA ENGINEERS LLC","2090","Professional","LA","70802"
"CHEOL SUB KIM","1525","Retail Dealer","LA","70806"
"CAJUN HOSE & FITTINGS LLC","1525","Retail Dealer","LA","70806"
"INCOMM WIRELESS INC","1525","Retail Dealer","LA","70816"
"LBJ ENTERPRISES LLC","2710","Contractor","LA","70815"
"L & G GROUP LLC","1520","Service/Rental/Etc","LA","70809"
"GARONS PLUMBING","2710","Contractor","LA","70817"
"RAY CASTRINOS","1520","Service/Rental/Etc","LA","70816"
"DBMC RESTAURANTS OF BATON ROUGE LA LLC","1525","Retail Dealer","LA","70816"
"EDEN BUILDERS LLC","1525","Retail Dealer","LA","70810"
"LMK BATON ROUGE CONSTRUCTION LLC","2710","Contractor","LA","70802"
"CARE MANAGEMENT SOLUTIONS OF LOUISIANA LLC","1520","Service/Rental/Etc","LA","70802"
"CARE MANAGEMENT SYSTEMS LLC","1520","Service/Rental/Etc","LA","70802"
"KEISHA ELLIS","1525","Retail Dealer","LA","70807"
"FLORIDA DISCOUNT TIRE & MECHANIC INC","1525","Retail Dealer","LA","70802"
"EVERETT FINANCIAL INC","1710","Finance Lending","LA","70816"
"LAILA PERRY","1525","Retail Dealer","LA","70810"
"RUDOLPH DAVIS","2710","Contractor","LA","70806"
"ALBERT B HOWARD JR","1520","Service/Rental/Etc","LA","70806"
"MICHELLE FULLER","1525","Retail Dealer","LA","70809"
"CHEOL SUB KIM","1525","Retail Dealer","LA","70806"
"RAYNESHA WOODS","1520","Service/Rental/Etc","LA","70805"
"R MC SALES INC","9999","No Occupational License","LA","71112"
"BAKER TIRE SHOP INC","9999","No Occupational License","LA","70714"
"VAPORS EDGE LLC","1525","Retail Dealer","LA","70809"
"HARD AT IT STUDIO INC","1520","Service/Rental/Etc","LA","70809"
"KENNETH BURKS","1520","Service/Rental/Etc","LA","70816"
"HP EXECUTIVE SOLUTIONS LLC","2090","Professional","LA","70815"
"THOMAS ROLLS ENTERPRISE LLC","1520","Service/Rental/Etc","LA","70819"
"ABU AHMED INC","1525","Retail Dealer","LA","70802"
"NORTH AMERICAN KIOSK LLC","1525","Retail Dealer","LA","70836"
"TIM MAHER'S PAINTING AND REPAIR LLC","2710","Contractor","LA","70814"
"ABIGAIL STECKER","1525","Retail Dealer","LA","70810"
"EMILY MILLER","1525","Retail Dealer","LA","70810"
"MIKAELA HAUSCHILDT","1520","Service/Rental/Etc","LA","70810"
"AHERN RENTALS INC","9999","No Occupational License","LA","70669"
"COREYS COOL CONES AND CONCESSIONS LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70810"
"STEPHANIE MARSALA LLC","1520","Service/Rental/Etc","LA","70817"
"ALLIED EASTERN INDEMNITY COMPANY","6000","Insurance Company","LA",""
"PIXEL DASH STUDIOS LLC","1520","Service/Rental/Etc","LA","70806"
"SEW IMAGINE THAT LLC","9999","No Occupational License","LA","70818"
"DARRELL RIVERS","1520","Service/Rental/Etc","LA","70810"
"BLUE FIN SERVICES LLC","9999","No Occupational License","LA","70518"
"TRAVIS STEWART","1520","Service/Rental/Etc","LA","70802"
"HAND CONSTRUCTION LLC","9999","No Occupational License","LA","71106"
"STICTCHED FABRICS LLC","9999","No Occupational License","LA","70346"
"GENTLE HANDS WITH A HEALING TOUCH LLC","1520","Service/Rental/Etc","LA","70809"
"GLOBAL SECURITY SYSTEMS LLC","9999","No Occupational License","LA","70501"
"JAMBALAYA SHOPPE BY KYLE SUIRE LLC","1525","Retail Dealer","LA","70815"
"SPC ENTERPRISES INC","9999","No Occupational License","LA","71104"
"W W ADCOCK INC","9999","No Occupational License","LA","71202"
"BUDA ENTERPRISES LLC","1520","Service/Rental/Etc","LA","70815"
"ERIC J CARTER","1520","Service/Rental/Etc","LA","70805"
"BUSY BEES LEARNING CENTER LLC","1520","Service/Rental/Etc","LA","70805"
"NEW CHINESE KITCHEN","1525","Retail Dealer","LA","70805"
"LIFE SOURCE SERVICES LLC","1520","Service/Rental/Etc","LA","70816"
"LOUVER SHOP OF SOUTH LOUISIANA LLC","9999","No Occupational License","LA","70401"
"JULIAN LANDRY","9999","No Occupational License","LA","70122"
"LABOR SMART INC","1520","Service/Rental/Etc","LA","70815"
"SGT LLC","1520","Service/Rental/Etc","LA","70810"
"DRIVE AUTO HOLDINGS LLC","1520","Service/Rental/Etc","LA","70814"
"DRIVE AUTO HOLDINGS LLC","2640","Retail Autos & Boats","LA","70805"
"DRIVE AUTO HOLDINGS LLC","1520","Service/Rental/Etc","LA","70814"
"PRORATED BEHIND THE TINT ENTERTAINMENT LLC","1520","Service/Rental/Etc","LA","70739"
"W C HUDSON SERVICES LLC","1520","Service/Rental/Etc","LA","70807"
"AJAH AUSBON/TIARRA LANDRY","1525","Retail Dealer","LA","70820"
"TIMOTHY JAMES SNEE","9999","No Occupational License","LA","70711"
"EFFECTIVE SOLAR PRODUCTS LLC","9999","No Occupational License","LA","70374"
"FASHION TAILORING LLC","1520","Service/Rental/Etc","LA","70816"
"FASHION TAILORING LLC","1520","Service/Rental/Etc","LA","70810"
"LASHAUNDA R DUPONT","1520","Service/Rental/Etc","LA","70815"
"DENNIS R INGRAM","1525","Retail Dealer","LA","70806"
"DEBRA S TURNER","1520","Service/Rental/Etc","LA","70811"
"DERRICK BRADFORD","1525","Retail Dealer","LA","70805"
"LIVING LAVISH BOUTIQUE LLC","1525","Retail Dealer","LA","70814"
"ALMAZA MED CAFE LLC","1525","Retail Dealer","LA","70808"
"RONICA MYERS","1525","Retail Dealer","LA","70805"
"SHAWANNA CARTER","1520","Service/Rental/Etc","LA","70812"
"WULFF LLC","2090","Professional","LA","70809"
"SHAWN COLLINS","1525","Retail Dealer","LA","70806"
"YOLO TEES LLC","1525","Retail Dealer","LA","70816"
"WINBOURNE COMPLEX LLC","1525","Retail Dealer","LA","70805"
"IBERIABANK","9999","No Occupational License","LA","70816"
"THREE SISTERS AND ME LLC","1525","Retail Dealer","LA","70816"
"365 ENTERPRISES LLC","1525","Retail Dealer","LA","70805"
"CAFECITEAUX LLC","1610","Wholesale Dealer","LA","70817"
"NORTHERN SAFETY CO INC","1610","Wholesale Dealer","LA","70815"
"MEHRUNNISA MOJY","1525","Retail Dealer","LA","70815"
"MAKE ME OVER LLC","1525","Retail Dealer","LA","70805"
"TOTALLY DOLLED UP LLC","1520","Service/Rental/Etc","LA","70810"
"WADE L GRIFFIN","9999","No Occupational License","LA","70115"
"PATEL CONSTRUCTION LLC","9999","No Occupational License","LA","70605"
"COOKE LTD LLC","1525","Retail Dealer","LA","70807"
"EXCLUSIVE NETWORK SERVICE LLC","1520","Service/Rental/Etc","LA","70805"
"ON THE SPOT CLEANING SOLUTIONS LLC","9999","No Occupational License","LA","70403"
"AMIE S CAHILL","9999","No Occupational License","LA","70714"
"JANICE L ROOKS","1520","Service/Rental/Etc","LA","70806"
"BIG AL'S SOUL CUISINE LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"NATASHI MARIE HUDSON","1525","Retail Dealer","LA","70810"
"EMG ACQUISITION GROUP LLC","1710","Finance Lending","LA","70806"
"EDWARD H MCGEHEE JR","1520","Service/Rental/Etc","LA","70808"
"LAKE SERVICES LLC","9999","No Occupational License","LA","70774"
"STYLE STUDIO SOUTH LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"ESTATE STRATEGIES LLC","1520","Service/Rental/Etc","LA","70809"
"PRIME OCCUPATIONAL SERVICES LLC","1520","Service/Rental/Etc","LA","70817"
"COMPLETE CONSTRUCTION CONTRACTORS LLC","2710","Contractor","LA","70817"
"VF FACTORY OUTLET INC","9999","No Occupational License","LA","70737"
"MOVEMENTS IN MOTION LLC","1520","Service/Rental/Etc","LA","70811"
"QUINN ALEXANDRA PHOTOGRAPHY LLC","1520","Service/Rental/Etc","LA","70806"
"OMG QUALITY RESALE LLC","1525","Retail Dealer","LA","70816"
"P & B GOLF LLC","1525","Retail Dealer","LA","70808"
"ABDULFATTAH SALEH","9999","No Occupational License","LA","70714"
"N A EDWARDS & ASSOCIATES LLC","1520","Service/Rental/Etc","LA","70816"
"IFIX  IT LLC","1520","Service/Rental/Etc","LA","70808"
"STATE NATIONAL FIRE INS CO","6000","Insurance Company","LA","70471"
"MILTON PRICE","1520","Service/Rental/Etc","LA","70805"
"BOCAR BA","1525","Retail Dealer","LA","70815"
"LARRY JOHNSON","1525","Retail Dealer","LA","70802"
"C 7 TRUCKING LLC","1520","Service/Rental/Etc","LA","70814"
"MITZI DECUIR","1525","Retail Dealer","LA","70805"
"CHRISTAL POLANCO & CARLOS POLANCO","1525","Retail Dealer","LA","70802"
"HAMERSLY CONSULTING LLC","2090","Professional","LA","70817"
"SHA MYRA WILSON","1525","Retail Dealer","LA","70809"
"ZANELLAS WAX BAR LLC","1520","Service/Rental/Etc","LA","70810"
"SUPREME CAR CARE & TIRE CENTER LLC","9999","No Occupational License","LA","70791"
"PRIMARY ELECTRIC LLC","2710","Contractor","LA","70817"
"E D BATEMAN JR","2090","Professional","LA","70806"
"T P THOMPSON III INC","9999","No Occupational License","LA","70005"
"WHOLESALE OF BATON ROUGE LLC","2640","Retail Autos & Boats","LA","70802"
"GLORIA HATFIELD","1520","Service/Rental/Etc","LA","70811"
"HOLLYWOOD FOOD MART INC","1525","Retail Dealer","LA","70805"
"RODEO ISIDRO","1520","Service/Rental/Etc","LA","70815"
"INNOVATIVE MASSAGE LLC","1520","Service/Rental/Etc","LA","70809"
"SAVAGE TRANSPORTATION MANAGEMENT INC","1520","Service/Rental/Etc","LA","70805"
"ROYAL PARKING LLC","1520","Service/Rental/Etc","LA","70810"
"BAYOU BROS BBQ OF LA LLC","2021","Itinerant Vendor (Parades & Food Vendors)","LA","70802"
"CCEXPERT LLC","1520","Service/Rental/Etc","LA","70817"
"ROYAL J & J PROFESSIONAL SERVICES LLC","1520","Service/Rental/Etc","LA","70805"
"BATONHOTEL LLC","9999","No Occupational License","LA","70809"
"OUTREACH MOBILE LABS INC","1520","Service/Rental/Etc","LA","70802"
"D WORLEY JR LLC","1525","Retail Dealer","LA","70819"
"STUDIO DE CHENE LLC","1520","Service/Rental/Etc","LA","70808"
"JAMES WELLS","2710","Contractor","LA","70816"
"CHOSEN ANOINTED INDUSTRIES LLC","1520","Service/Rental/Etc","LA","70820"
"OGWYN BONAVENTURE LLC","2090","Professional","LA","70809"
"ARTISTIC CREATIONS OF ELEGANCE  LLC","1525","Retail Dealer","LA","70816"
"ST JAMES TECHNOLOGIES LLC","1525","Retail Dealer","LA","70820"
"CLAYTON H MELSON","1520","Service/Rental/Etc","LA","70819"
"MAI HUONG VU LLC","1520","Service/Rental/Etc","LA","70810"
"TRIPLE C MANNA LLC","9999","No Occupational License","LA","70791"
"PETROQUIP INC","9999","No Occupational License","LA","70058"
"EXCELLENCE IN MATH & READING LOUISIANA LLC","1520","Service/Rental/Etc","LA","70816"
"MIA'S EDUCATIONAL & EMPLOYMENT AGENCY LLC","1520","Service/Rental/Etc","LA","70806"
"GLOBAL EFFICIENT ENERGY LLC","2710","Contractor","LA","70809"
"AN NGOC PHAM & STEVEN MAI","1520","Service/Rental/Etc","LA","70809"
"MICHAEL L HARRIS","2090","Professional","LA","70802"
"PATRICK SHELTON","1520","Service/Rental/Etc","LA","70807"
"GAIL M ADAMS","1525","Retail Dealer","LA","70806"
"CHICKEN SHACK #6 LLC","1525","Retail Dealer","LA","70807"
"KINETIX BROADBAND LLC","9999","No Occupational License","LA","71301"
"PENG ZHU","1520","Service/Rental/Etc","LA","70836"
"ANNDALYN RODNEY","1525","Retail Dealer","LA","70815"
"KEVIN GRAY","1520","Service/Rental/Etc","LA","70820"
"KICKS CITY INC","1525","Retail Dealer","LA","70820"
"GRAYERS MANE ATTRACTION HAIR SALON LLC","1520","Service/Rental/Etc","LA","70817"
"RUBY ROBINSON","1525","Retail Dealer","LA","70802"
"CHICKEN SHACK #6 LLC","1525","Retail Dealer","LA","70807"
"TEE HOOD 5 LLC","1525","Retail Dealer","LA","70836"
"WAKISTA  D SPURLOCK","1520","Service/Rental/Etc","LA","70816"
"KIDS COUTURE LLC","1525","Retail Dealer","LA","70807"
"PREMIER PAWN LLC","1540","Pawn Broker","LA","70810"
"ERIC WEIMER","1520","Service/Rental/Etc","LA","70816"
"JOHNSON RILEY & ASSOCIATES","2090","Professional","LA","70810"
"BAROLA INC","1520","Service/Rental/Etc","LA","70808"
"ASHLEY STEWART INC","1525","Retail Dealer","LA","70815"
"JCW PRODUCTIONS LLC","1520","Service/Rental/Etc","LA","70806"
"N O SOLAR LLC","9999","No Occupational License","LA","70001"
"J P SOLAR LLC","9999","No Occupational License","LA","70001"
"NEW ORLEANS SOLAR LLC","9999","No Occupational License","LA","70001"
"POLAR PARADISE LLC","9999","No Occupational License","LA","70770"
"CARRIE JOYCE WINDING  LLC","1520","Service/Rental/Etc","LA","70812"
"VILLAGE ANIMAL CLINIC LLC","2090","Professional","LA","70810"
"SEASIDE HEALTH SYSTEM LLC","1520","Service/Rental/Etc","LA","70806"
"DECA SYSTEMS INC","1520","Service/Rental/Etc","LA","70815"
"DAVID JILES JR","1520","Service/Rental/Etc","LA","70791"
"DANNY MOORE","9999","No Occupational License","LA","71061"
"AMOND FAMILY COUNSELING CENTER LLC","1520","Service/Rental/Etc","LA","70816"
"THE HAIR ZONE LTD","9999","No Occupational License","LA","70818"
"MICHAEL R FELDMAN LLC","1520","Service/Rental/Etc","LA","70816"
"IDEAL CHOICE WEIGHT MANAGEMENT LLC","1520","Service/Rental/Etc","LA","70809"
"SIGNATURES BY COLBY LLC","1520","Service/Rental/Etc","LA","70816"
"CLARISSA C EMERY","1525","Retail Dealer","LA","70811"
"IRENE'S JANITORIAL LLC","1520","Service/Rental/Etc","LA","70806"
"BATON ROUGE FOOD TOURS LLC","1520","Service/Rental/Etc","LA","70819"
"CROWN RESIDENTIAL GROUP INC","2710","Contractor","LA","70820"
"BRUCE NORSHERN","1520","Service/Rental/Etc","LA","70807"
"MENKOI LLC","1520","Service/Rental/Etc","LA","70806"
"JEAUXS BOYS LLC","9999","No Occupational License","LA","70647"
"EVERLASTING VITALITY LLC","1520","Service/Rental/Etc","LA","70806"
"IPM TEK LLC","1610","Wholesale Dealer","LA","70806"
"KIM OANH LE","9999","No Occupational License","LA","70818"
"GIVING BACK PHOTOGRAPHY LLC","9999","No Occupational License","LA","70818"
"DIAMOND PLAZA LLC","1525","Retail Dealer","LA","70816"
"ROUBIQUE BROKERAGE INC","1610","Wholesale Dealer","LA","70809"
"TIGER VOLLEYBALL CAMP LLC","1520","Service/Rental/Etc","LA","70810"
"D D BREAUX GYMNASTICS INC","1520","Service/Rental/Etc","LA","70808"
"BUBBLE HEADZ SCUBA LLC","1520","Service/Rental/Etc","LA","70817"
"SALLY BEAUTY CO INC","1525","Retail Dealer","LA","70806"
"GENERAL FABRICATORS INC","9999","No Occupational License","LA","70560"
"ADVANCED CLOSET DESIGNS INC","2710","Contractor","LA","70816"
"JOHNNY JONES BASKETBALL LLC","1520","Service/Rental/Etc","LA","70803"
"M & M INDUSTRIAL LLC","1520","Service/Rental/Etc","LA","70808"
"THE GRAY INSURANCE COMPANY","6000","Insurance Company","LA","70002"
"JEFF DUHON","1525","Retail Dealer","LA","70808"
"NIKKI CALDWELL BASKETBALL CAMP LLC","1520","Service/Rental/Etc","LA","70803"
"PRIMROSE GATE LLC","1520","Service/Rental/Etc","LA","70808"
"PAUL MAINIERI BASEBALL CAMPS LLC","1520","Service/Rental/Etc","LA","70810"
"EAGLE AMERICAN LIFE INSURANCE COMPANY","6000","Insurance Company","LA","71351"
"ELECTRICAL SYSTEMS COMPANY LLC","2710","Contractor","LA","70815"
"LA CENTRAL SHEET METAL ROOFING LLC","2710","Contractor","LA","70811"
"CHERAMIE GARBUTT INTERIOR DESIGNER LLC","1520","Service/Rental/Etc","LA","70809"
"SORORITY INSPIRED SANDALS LLC","1525","Retail Dealer","LA","70809"
"TIGER SOCCER CAMP LLC","1520","Service/Rental/Etc","LA","70817"
"KERRELL NEVELS","1525","Retail Dealer","LA","70806"
"EXCELL PRO CARPET CLEANING LLC","9999","No Occupational License","LA","70739"
"PERFECT TOUCH SHELTER CARE INC","1520","Service/Rental/Etc","LA","70704"
"ANCHORAGE TRAINING SOLUTIONS LLC","1520","Service/Rental/Etc","LA","70816"
"NANCYS ROMANCE LLC","1525","Retail Dealer","LA","70816"
